pubsewer,septic,pourflush,simplepit,vip,composting,bucket,openlatrine,hanging,opendef,othersan,missingsan,improvedothersan,unimprovedothersan,halfimprovedsan,unknownsan
Rede de Esgoto,connected to drainage system used only by this household,trad. w tank flush,,,,,,,bush/field,,,,,ordinary pit latrine,
Flush/pour flush to piped sewer system,Septic tank/modern toilet,traditional bucket flush,,,,,,,No facility/bush/field,,,,,other - to hole,
Linked to sewer,septic hole,traditional tank flush,,,,,,,NO FACILITY/BUSH/FIELD,,,,,other latrine,
Main sewer,Inodoro-pozo s‚ptico,W.C. another drainage system shared with other home,,,,,,,"No facility, bush",,,,,other pit latrine,
Public Network,Fossa Septica,W.C. another drainage system-exclusive Home,,,,,,,no fac./bush/field,,,,,out/private,
Sewer,Cesspoolor latrine,wc flush outside home,,,,,,,no facility (bush/field),,,,,out/public,
Sewerage,Latrine orcesspool,WC flush toilet inside home,,,,,,,"no toilet facility, nature",,,,,outdoor latrine,
Toilet discharge sewage pipe,Modern flush to tank,wc not  inked to sewer,,,,,,,no facility (bush/field),,,,,outside dwelling,
Toiletconnected todrainage network,Toilet connected toseptic tank,WC not linked,,,,,,,Qualquer Lugar,,,,,outside house,
WC Linked to Sewer,Toilet drain or discharge into septic tank,WC not linked to sewer,,,,,,,Bush/river,,,,,"outside house , shared",
linked to sewer,WC Cesspit/Septic Tank,wc not linked to sewer,,,,,,,No Service,,,,,outside house exclusive,
modern flush to sewers,cess pool,wc outside with piping,,,,,,,No toilet/open field,,,,,"outside house, no flush",
sewerage system,own flush sepctic tank,"wc outside, with piping",,,,,,,"Nobathroom,notoilet andnotoilet",,,,,outside private,
Drainage system,sepctic tank,"WC outside, with piping",,,,,,,Not Applicable,,,,,outside public,
Local Network,flush to septic,ÿown flush toilet,,,,,,,Thrown intothe nature,,,,,own latrine without septic tank,
sewage,flush toilet septic,ÿshared flush toilet,,,,,,,no latrine used,,,,,own pit toilet /latrine,
flush toilet sewer,septic t,inodoro (lavable),,,,,,,no wc,,,,,own pit toilet/latrine,
Community sewerage system,A cesspool,inodoro (de lavar),,,,,,,none/open field/bush,,,,,own trad. pit toilet,
pub sewe,A septic tank and cesspool,drenaje al río o mar,,,,,,,open field,,,,,own traditional pit toilet,
piped sewage system,Toilet connected to Septic Tank- exclusive,letrina hidraulica/tasa campesina,,,,,,,bush/river,,,,,own water closet,
A public network (sewer),Toilet connected to Septic Tank- shared,"flust, don't know where",,,,,,,Households without toilet / latrine,,,,,personal toilet,
Sanitary sewer or septic tank,private-Connected to septic tank,flush toileet,,,,,,,They have no toilet,,,,,Pit,
Sewer connected to toilet- exclusive,shared-Connected to septic tank,OWN FLUSH TOILET,,,,,,,,,,,,pit,
Sewer connected to toilet- shared,,PUBLIC FLUSH TOILET,,,,,,,,,,,,pit /latrine,
connected to a public sewerage plant,,SHARED FLUSH TOILET,,,,,,,,,,,,pit latirne,
private-Connected to sewer,,Own flush toilet,,,,,,,,,,,,Pit latrine,
shared-Connected to sewer,,Shared flush toilet,,,,,,,,,,,,pit latrine,
,,shared flush otilet,,,,,,,,,,,,Pit Latrine,
,,Flush to unknown place/not sure/dk where,,,,,,,,,,,,pit latrine (traditional),
,,Flush toilet with off-site disposal,,,,,,,,,,,,Pit latrine elevated,
,,Flush toilet with on-site disposal,,,,,,,,,,,,Pit latrine inside home,
,,bathroom with running water,,,,,,,,,,,,Pit latrine not ventilated,
,,bucket flush,,,,,,,,,,,,pit latrine outside home,
,,flush latrine,,,,,,,,,,,,pit latrine with drainage,
,,flushed/water sealed,,,,,,,,,,,,"Pit latrine, private",
,,neighbour's flush,,,,,,,,,,,,"Pit latrine, shared",
,,neighbour's flush toilet,,,,,,,,,,,,Pit latrine/VIP,
,,own pour flush,,,,,,,,,,,,pit toilet,
,,pour flush,,,,,,,,,,,,Pit toilet,
,,pour flush pit,,,,,,,,,,,,pit toilet /latrine,
,,shared flash toilet,,,,,,,,,,,,pit toilet latrine,
,,shared pour flush,,,,,,,,,,,,pit toilet latrine (private or shared unknown),
,,washabletoilet,,,,,,,,,,,,"pit toilet, latrine",
,,communal flush,,,,,,,,,,,,pit toilet/latrine,
,,communal flush toilet,,,,,,,,,,,,pit used to collect manure,
,,private flush,,,,,,,,,,,,pit with no ventilation,
,,latrine with manual flush,,,,,,,,,,,,Pit without septic tank exclusive,
,,flush to unknown place,,,,,,,,,,,,Pit without septic tank shared,
,,cemented with sink,,,,,,,,,,,,Pit-latrine,
,,water flow do not know where,,,,,,,,,,,,Pit-latrine/VIP,
,,"flush toilet, private",,,,,,,,,,,,Pit/latrine,
,,"flush toilet, shared",,,,,,,,,,,,pit/latrine,
,,indoor flush/pour flush toilet,,,,,,,,,,,,pit/latrine/vip,
,,,,,,,,,,,,,,Priv. no septic tank,
,,,,,,,,,,,,,,private - without septic tank,
,,,,,,,,,,,,,,private latrine,
,,,,,,,,,,,,,,private no septic,
,,,,,,,,,,,,,,private pit toilet latrine,
,,,,,,,,,,,,,,private toilet,
,,,,,,,,,,,,,,private toilet with no septic tank,
,,,,,,,,,,,,,,private toilet without septic tank,
,,,,,,,,,,,,,,Private Toilet without Septic Tank,
,,,,,,,,,,,,,,"private toilet, inside house",
,,,,,,,,,,,,,,"private toilet, outside house",
,,,,,,,,,,,,,,private with no septic tank,
,,,,,,,,,,,,,,private without septic tank,
,,,,,,,,,,,,,,"private, without septic tank",
,,,,,,,,,,,,,,publ (street) toilet,
,,,,,,,,,,,,,,Public,
,,,,,,,,,,,,,,public,
,,,,,,,,,,,,,,public  toilet,
,,,,,,,,,,,,,,public latrine,
,,,,,,,,,,,,,,public pit toilet /latrine,
,,,,,,,,,,,,,,public pit toilet/latrine,
,,,,,,,,,,,,,,Public toilet,
,,,,,,,,,,,,,,public toilet,
,,,,,,,,,,,,,,public toilet (flush/bucket/kvip),
,,,,,,,,,,,,,,Retrete sem autoclismo,
,,,,,,,,,,,,,,service latrine,
,,,,,,,,,,,,,,servicio sanitario exclusivo con admision no especificada,
,,,,,,,,,,,,,,servicio sanitario exclusivo no especificado,
,,,,,,,,,,,,,,servicio sanitario exclusivo sin admision de agua,
,,,,,,,,,,,,,,servicio sanitario sin conexion de agua,
,,,,,,,,,,,,,,share pit toilet/letrine,
,,,,,,,,,,,,,,share toilet,
,,,,,,,,,,,,,,share/public/other toilets,
,,,,,,,,,,,,,,shared,
,,,,,,,,,,,,,,shared latrine,
,,,,,,,,,,,,,,Shared Pit Latrine,
,,,,,,,,,,,,,,shared pit toilet /latrine,
,,,,,,,,,,,,,,shared pit toilet latrine,
,,,,,,,,,,,,,,shared pit toilet/latrine,
,,,,,,,,,,,,,,shared public,
,,,,,,,,,,,,,,Shared Public,
,,,,,,,,,,,,,,shared toilet,
,,,,,,,,,,,,,,shared trad. pit,
,,,,,,,,,,,,,,shared traditional pit toilet,
,,,,,,,,,,,,,,"Shared, public",
,,,,,,,,,,,,,,"shared, public",
,,,,,,,,,,,,,,"shared, without septic tank",
,,,,,,,,,,,,,,shared/public,
,,,,,,,,,,,,,,simple latrine,
,,,,,,,,,,,,,,Simple pit latrine for use by a family,
,,,,,,,,,,,,,,Simple pit latrine for use by several families,
,,,,,,,,,,,,,,sin servicio sanitario exclusivo,
,,,,,,,,,,,,,,toilet connected to plot/yard,
,,,,,,,,,,,,,,toilet facility in another (different) dwelling,
,,,,,,,,,,,,,,toilet in another house,
,,,,,,,,,,,,,,toilet in common,
,,,,,,,,,,,,,,toilet inside,
,,,,,,,,,,,,,,Toilet or w.c.collective use,
,,,,,,,,,,,,,,Toilet or w.c. family use,
,,,,,,,,,,,,,,toilet outside,
,,,,,,,,,,,,,,toilet to open drain,
,,,,,,,,,,,,,,toilet to open space,
,,,,,,,,,,,,,,toilet to other,
,,,,,,,,,,,,,,toilet to others,
,,,,,,,,,,,,,,toilet to pit,
,,,,,,,,,,,,,,toilet with hole,
,,,,,,,,,,,,,,"toilet, no water",
,,,,,,,,,,,,,,trad. own pit toilet,
,,,,,,,,,,,,,,trad. pit latrine,
,,,,,,,,,,,,,,trad. pit toilet,
,,,,,,,,,,,,,,trad. shared pit toi,
,,,,,,,,,,,,,,trad.pit toilet,
,,,,,,,,,,,,,,tradicional pit toilet/latrine,
,,,,,,,,,,,,,,tradit. pit toilet,
,,,,,,,,,,,,,,traditional,
,,,,,,,,,,,,,,traditional latrine,
,,,,,,,,,,,,,,traditional pip toilet,
,,,,,,,,,,,,,,Traditional Pit,
,,,,,,,,,,,,,,traditional pit latrine,
,,,,,,,,,,,,,,traditional pit toil,
,,,,,,,,,,,,,,traditional pit toilet,
,,,,,,,,,,,,,,traditional pit toilet/latrine,
,,,,,,,,,,,,,,traditional pit/latrine unconnected to sewer/without septic,
,,,,,,,,,,,,,,two or more wc inside,
,,,,,,,,,,,,,,Two or more WC inside,
,,,,,,,,,,,,,,unventilated latrine,
,,,,,,,,,,,,,,USO COMUN,
,,,,,,,,,,,,,,uso comun,
,,,,,,,,,,,,,,USO EXCLUSIVO,
,,,,,,,,,,,,,,uso exclusivo,
,,,,,,,,,,,,,,w.c,
,,,,,,,,,,,,,,w.c. not linked,
,,,,,,,,,,,,,,Washable toilet,
,,,,,,,,,,,,,,water closet,
,,,,,,,,,,,,,,Water closet,
,,,,,,,,,,,,,,water closet (WC),
,,,,,,,,,,,,,,wc a l ext/collectif,
,,,,,,,,,,,,,,wc a l ext/prive,
,,,,,,,,,,,,,,wc a l interieur,
,,,,,,,,,,,,,,wc a l'ext. collect.,
,,,,,,,,,,,,,,wc a l'ext. priv‚,
,,,,,,,,,,,,,,wc a l'int. collect.,
,,,,,,,,,,,,,,wc a l'int. priv‚,
,,,,,,,,,,,,,,WC inside the house,
,,,,,,,,,,,,,,wc inside the house,
,,,,,,,,,,,,,,"WC outside, without piping",
,,,,,,,,,,,,,,"wc outside, without piping",
,,,,,,,,,,,,,,WC … l ext. collect.,
,,,,,,,,,,,,,,WC … l ext. priv‚,
,,,,,,,,,,,,,,WC … l interieur,
,,,,,,,,,,,,,,With bathroom and toilet,
,,,,,,,,,,,,,,Without Bathroom with toilet,
,,,,,,,,,,,,,,ÿown traditional latrine,
,,,,,,,,,,,,,,ÿshared traditional latrine,
,,,,,,,,,,,,,,ÿtraditional pit toile,
,,,,,,,,,,,,,,ÿtraditional pit toilet,
,,,,,,,,,,,,,,letrina (fosa),
,,,,,,,,,,,,,,letrina/fosa simple ,
,,,,,,,,,,,,,,communal toilet,
,,,,,,,,,,,,,,neighbor s latrine,
,,,,,,,,,,,,,,neighbor s toilet,
,,,,,,,,,,,,,,OWN PIT TOILET/LATRINE,
,,,,,,,,,,,,,,PUBLIC PIT TOILET/LATRINE,
,,,,,,,,,,,,,,SHARED PIT TOILET/LATRINE,
,,,,,,,,,,,,,,in residence/private ,
,,,,,,,,,,,,,,own trad pit toilet,
,,,,,,,,,,,,,,own WC,
,,,,,,,,,,,,,,Trad. pit toilet,
,,,,,,,,,,,,,,shared WC,
,,,,,,,,,,,,,,shared trad pit toil,
,,,,,,,,,,,,,,private pit/latrine ,
,,,,,,,,,,,,,,public pit/latrine ,
,,,,,,,,,,,,,,Any facility shared with other households,
,,,,,,,,,,,,,,Bathroomwith toilet,
,,,,,,,,,,,,,,Bathroomwithoutlavatory,
,,,,,,,,,,,,,,Common Latrine,
,,,,,,,,,,,,,,Exclusive Latrine,
,,,,,,,,,,,,,,Latrine forresidents andneighborhood,
,,,,,,,,,,,,,,Latrine forresidents only,
,,,,,,,,,,,,,,Own pit latrine,
,,,,,,,,,,,,,,Pit latrine without ventilation pipe,
,,,,,,,,,,,,,,Toilet Inside the House,
,,,,,,,,,,,,,,Toilet Outside the House,
,,,,,,,,,,,,,,Toilet or latrine,
,,,,,,,,,,,,,,Toilet/ latrine,
,,,,,,,,,,,,,,neighbour's pit latrine,
,,,,,,,,,,,,,,neighbours toilet,
,,,,,,,,,,,,,,neighbours' toilet,
,,,,,,,,,,,,,,shared household pit,
,,,,,,,,,,,,,,Offline,
,,,,,,,,,,,,,,WC,
,,,,,,,,,,,,,,bathroom without running water,
,,,,,,,,,,,,,,communal pit,
,,,,,,,,,,,,,,without cement sink,
,,,,,,,,,,,,,,publictoilet,
,,,,,,,,,,,,,,other latrines,
,,,,,,,,,,,,,,latrine- exclusive,
,,,,,,,,,,,,,,latrine- shared,
,,,,,,,,,,,,,,In private-hole or latrine,
,,,,,,,,,,,,,,In shared-hole or latrine,
,,,,,,,,,,,,,,"Of hole, black hole or latrine",
,,,,,,,,,,,,,,Private toilet,
,,,,,,,,,,,,,,"toilet without flush, don't know where",
