hhconnection,pubtapstandpipe,tubewellborehole,prowell,prospring,rainwater,unprowell,unprospring,carttruck,bottled,surface,otherwater,missingwater,improvedotherwater,unimprovedotherwater,halfimprovedwater,unknownwater
la red publica de otra vivienda,public tap/standpipe,shallow tubewell,,,,puits/source/metfia/duer,,"Tanker-truck, vendor",,pond/lake,,,ÿû well in neighbor' residence,,,
"la red publica, dentro de la vivienda",Public tap/standpipe,shalow tubewell,,,,regular well,,"tanker-truck,vendor",,Pond/Lake/Dam,,,ÿû well in residence,,,
"la red publica, fuera de la vivienda pero dentro del terreno",public taps/standpipe,surging well (drilled and cased),,,,Sem bomba manual,,Tanker/ Truck,,pond/lake/dam,,,neighbor's house,,,
Llave dentro de la vivienda,Public water shared,Tube well,,,,semi-protected well,,tanker/truck/vendor,,pond/swamp/reservoir,,,,,,
llave dentro de la vivienda,"public, standpipe",tube well,,,,supply public well or tank,,Tanquero,,pond/tank/lake,,,,,,
Llave fuera de la propiedad a 100 M o mas,public- stand pipe,tube well or borehole,,,,surface well/other w,,tanquero,,Pond/tank/lake,,,,,,
Llave fuera de la propiedad a menos de 100 M,public-tap outside,tube well/abesin pum,,,,Surface well/other well,,tap retail,,Ponds/rivers/streams,,,,,,
llave fuera de la vivienda pero dentro de la propiedad,puesto publico,tube well/bore hole with pump,,,,surface well/other well,,truck,,pool or pond,,,,,,
Llave fuera de la vivienda pero dentro de la propiedad,Puesto publico,Tube well/bore hole with pump,,,,tiene agua de un pozo,,Truck,,"por acarreo de un arroyo, jaguey, rio, etcetera",,,,,,
naighbor's tap,puesto público,tube well/borehole,,,,trad. public well,,Truck / wagon,,protected pond,,,,,,
neighbor - piped,robinet public,tube well/borehole with pump,,,,trad. well in resid.,,truck borne,,protected surface water {cg},,,,,,
Neighbor pipe,Robinet public/borne fontaine,Tube-well,,,,traditional public well,,truck tank,,"public fountain, well, river, etc",,,,,,
neighbor pipe,robinet public/borne fontaine,tube-well/borehole,,,,Traditional well,,"Truck, cart or pipe",,public reservoir,,,,,,
neighbor's faucet,Since public or private,Tube-well/deep tube-well,,,,traditional well in the yard,,"Truck,Tank",,Quebra-da river or lake,,,,,,
Neighbor's plumbing,spring /public fountain,tube/piped well,,,,ubprotected well,,Truck-bourne 5,,resevoir,,,,,,
neighbor's tap,spring/public fountain,tubed/piped public well or bore hole,,,,un pozo,,vendeur d'eau,,Rio Lago Vertiente,,,,,,
"neighbor's tap, nawasa (others recode)",Stand pipe,Tubed/Piped Well or  Borehole,,,,uncovered well,,vendor,,rio ou riacho,,,,,,
"neighbor's tap, source unknown (others recode)",Stand pipe in house,tubed/piped well or bore hole in dwelling/yard,,,,Uncovered Well,,vendor = cart with small tank,,Rio ou Riacho,,,,,,
Neighbour's tap,stand pipe out plot,tubed/piped well or borehole,,,,underground spring,,Vendor or bowser or bottled,,"rio, acequia",,,,,,
neighbour's tap,Stand pipe outside,Tubed/piped well or borehole,,,,underground water,,"Vendor, truck",,"rio, acequia ",,,,,,
neighbours tap,Stand pipe outside plot,tubewell,,,,underground water (> 5 meters),,vendor/truck,,"rio, acequia manant.",,,,,,
other piped source,Stand pipe within plot,Tubewell,,,,unprotectd well,,water carrier/tanker,,"rio, acequia, manant",,,,,,
"other source, by tub",Standpipe,tubewell in yard/plot,,,,Unprotected Dug Well,,water from a truck,,"rio, acequia, manantial, ojo de agua",,,,,,
"other source, piped",standpipe in plot,tubewell with powered pump,,,,unprotected dug well,,water from vendor,,"Rio, acequia, manantial, ojo de agua",,,,,,
otra fuente por tub.,Standpipe outside plot/lolwapa,"tubewell, borehole with pompe",,,,Unprotected dug well,,water merchant from covered well,,"rio, lago o man.",,,,,,
otra fuente por tuberia,Standpipe within plot/lolwapa,"tubewell, borehole with pump",,,,unprotected public well,,water merchant from pond/lake,,"RIO, LAGO O MAN.",,,,,,
otra fuente por tubería,Standpiped,"tubewell, hand pump",,,,Unprotected Well,,water merchant from tradit. well,,"rio, lago o manantial",,,,,,
"otra fuente, por tuberia",street fountains,Tubewell/Borehole,,,,unprotected well,,water merchant from unknown source,,"RIO, LAGO, ACEQUIA",,,,,,
"Otra fuente, tuber¡a",Supply water/Tap,Tubewell/borehole,,,,Unprotected well,,water sale by company,,"rio, lago, manantial",,,,,,
"otra fuente, tuber¡a",Tap Inside Compound- Public,tubewell/borehole,,,,unprotected well in dwelling/yard/plot,,water seller,,"Rio, manantial o quebrada",,,,,,
"otro fuente, tiber¡a",Tap Outside Compound- Public Tap,tubewell/borehole with hand pump,,,,"Unprotected well, spring",,water truck,,"rio, manantial, agua de superficie",,,,,,
outdoor plumbing by your house,tiene agua de una llave publica o hidrante,tubewell/borehole with pump,,,,"Unprotected well, spring or rain",,Water truck,,"Rio, manantial, agua de superficie",,,,,,
outside faucet,Torneira Publica,tubewell/handpump,,,,unprotected well/rain water,,"Water truck, waterman",,"rio, quebrada, arroyo",,,,,,
outside pipe,torneira publica,water from covered well or borehole,,,,Unprotected well/rainwater,,water truck/tanker service,,"rio, vertiente",,,,,,
outside private pipe/tap,Torneira pública/fontanário,water pump,,,,unprotected wells,,Water truck/water seller,,"rio, vertiente, o acequia",,,,,,
outside private tap,TUBERIA DE USO PUBLICO,Water pumped from deep drill wells,,,,Wall,,water trucks,,"Rio,lago vertiente",,,,,,
Outside the field- public Network,un llave publica o hidrante,water pumped from deep drill wells,,,,Water from hand-dug and reinforced wells,,water vender,,"RIO,LAGO, MANANTIAL",,,,,,
Outside the home but within the field- public Network,una llave publica o hidrante,well equipped with pump,,,,"Water from hand-dug, non-reinforced and uncovered wells",,Water vendor,,Rio/Acequia/Manantial,,,,,,
own syst,ÿpublic tap,well pump,,,,"water from hand-dug, non-reinforced and uncovered wells",,water vendor,,rio/acequia/manantial,,,,,,
Own tap,ÿpublic tap                               {from 12},well w /manual pump,,,,water from open well or borehole,,Water vendor (person selling water),,RIO/MANANTIAL,,,,,,
Pipe,ÿreseller from public tap                 {from 51},well w/manual pump,,,,water from well,,"Water vendor bowser, bottled",,RIO/VERTIENTE,,,,,,
pipe,ÿû public tap,well water with pump,,,,water well by your house,,water-carrier/tanker,,rio/vertiente,,,,,,
pipe borne water not treated,,well with electrical pump,,,,well,,water-tanker,,Rio/Vertiente/Acequia/Canal,,,,,,
Pipe borne water treated,,Well with handpump,,,,Well,,Watertanktruck,,rio/vertiente/acequia/canal,,,,,,
pipe borne water treated,,well with handpump,,,,well (non-borehole),,sales company of water,,River,,,,,,
Pipe borne water untreated,,Well with Pump,,,,well (out of conc),,vendor: cart with small tank,,River,,,,,,
Pipe bourne water treated,,well with pump,,,,well <=200m,,,,river,,,,,,
pipe in neighbouring household,,Well with pump,,,,well >200m,,,,river / stream,,,,,,
Pipe Inside the house,,"well, manual pump",,,,Well or borehole,,,,river /canal,,,,,,
Pipe inside the house,,Well/borehole,,,,well or water wheel,,,,river /stream,,,,,,
pipe into dwelling,,Well/Handpump,,,,well outside residence,,,,River /Stream,,,,,,
pipe into dwelling (own artesian),,,,,,Well superficial,,,,River bed,,,,,,
pipe outside dwelling,,,,,,Well unprotected rim,,,,river or creek,,,,,,
pipe outside plot,,,,,,well w /o manual pump,,,,River or Lake,,,,,,
Pipe outside the home but inside the building,,,,,,well w/o handpump,,,,River or stream,,,,,,
Pipe outside the house,,,,,,well w/o manual pump,,,,river or stream,,,,,,
Pipe outside the Housing,,,,,,well water,,,,River stream,,,,,,
Pipe Private well,,,,,,well water with winch,,,,river stream,,,,,,
pipe water,,,,,,well without cover,,,,river water,,,,,,
Pipe(red) outsidethe house buton the ground,,,,,,well without electrical pump,,,,"River, creek",,,,,,
Pipe(red)inside the house,,,,,,well without handpum,,,,"river, creek",,,,,,
Pipe-borne inside  house,,,,,,Well without handpump,,,,"River, Dam, Lake, and so on",,,,,,
Pipe-borne inside dwelling,,,,,,well without handpump,,,,"River, dam, lake, etc.",,,,,,
pipe-borne outside dwelling,,,,,,well without hndpump,,,,"river, lake",,,,,,
pipe-borne outside house,,,,,,well without pump,,,,"river, lake or spring water",,,,,,
Piped,,,,,,Well without pump,,,,"river, lake, creek, spring",,,,,,
piped,,,,,,Well without pump uncovered,,,,"River, lake, pond",,,,,,
piped  - into yard/plot,,,,,,Well(outside hh),,,,"river, lake, pond",,,,,,
piped  outside dwelling,,,,,,"well, no pump",,,,"River, lake, pond or similar",,,,,,
piped - internal,,,,,,"Well, unprotected",,,,"river, lake, pond or similar",,,,,,
piped - into dwelling,,,,,,well- uncovered,,,,"river, lake, pond, irrigation channel",,,,,,
piped - into yard/plot,,,,,,well-inside house,,,,"river, lake, pond, or similar",,,,,,
piped - yard tap,,,,,,well-outside house,,,,"river, lake, roof, irrigation canal",,,,,,
Piped bourne water untreated,,,,,,well-tank,,,,"river, lake, sea",,,,,,
piped elsewhere,,,,,,well/river,,,,"River, lake, spring",,,,,,
Piped In,,,,,,well/tank,,,,"river, lake, spring, marsh",,,,,,
Piped in dwelling,,,,,,wells,,,,"river, lake, spring, pond",,,,,,
piped in dwelling,,,,,,Wellsin the vicinity,,,,"River, Lake, Tidal",,,,,,
Piped in Dwelling,,,,,,ÿpublic well,,,,"river, pond",,,,,,
Piped in dwelling or,,,,,,ÿunprotected external well                {from 33},,,,"river, pond, lake {cg}",,,,,,
piped in dwelling or on premises,,,,,,ÿunprotected public well                  {from 32},,,,"river, spring",,,,,,
piped in dwelling/yard/plot,,,,,,ÿunprotected well in residence/yard/plot  {from 31},,,,"River, Spring, Lake & Other",,,,,,
piped in house,,,,,,ÿû public well,,,,"river, spring, stream",,,,,,
piped in residence,,,,,,public unprotected well,,,,"River, spring, surface water",,,,,,
piped in yard,,,,,,public and others unprotected well ,,,,"river, spring, surface water",,,,,,
piped in yard /plot,,,,,,unprotected well into yard,,,,"river, spring,stream",,,,,,
piped in yard/plot,,,,,,unprotected well to yard,,,,"river, stream",,,,,,
Piped indoor,,,,,,,,,,"River, stream",,,,,,
Piped indoors,,,,,,,,,,"River, stream, creek",,,,,,
piped indoors,,,,,,,,,,"River, stream, or well",,,,,,
Piped Inside DU,,,,,,,,,,"river, stream, pond, lake",,,,,,
piped inside dwel.,,,,,,,,,,"river, tank, etc",,,,,,
piped inside dwell.,,,,,,,,,,"River,dam lake",,,,,,
piped inside dwelling,,,,,,,,,,"River,Lake,Unp Sprng",,,,,,
Piped inside dwelling,,,,,,,,,,"river,spring,pond /ma",,,,,,
piped inside dwelln',,,,,,,,,,"river,spring,surf. w",,,,,,
Piped inside the house- Drilling motor pump,,,,,,,,,,"river,spring,surf. w ",,,,,,
Piped inside the house- Drilling with hand pump,,,,,,,,,,"river,spring,surf. w ",,,,,,
Piped inside the house- public Network,,,,,,,,,,"river,spring,surface",,,,,,
"Piped inside the house- Rain water, river, canal, creek or ditch",,,,,,,,,,"river,spring,surface ",,,,,,
Piped inside the house- Transport by tanker,,,,,,,,,,"river,stream",,,,,,
Piped inside the house- well,,,,,,,,,,"river,stream ",,,,,,
piped into backyard,,,,,,,,,,River/ Canal,,,,,,
"piped into building, but not into dwelling treated",,,,,,,,,,River/ Stream,,,,,,
"piped into building, but not into dwelling untreated",,,,,,,,,,river/ stream,,,,,,
piped into compound,,,,,,,,,,River/Canal,,,,,,
piped into compound/plot,,,,,,,,,,river/canal,,,,,,
piped into courtyard,,,,,,,,,,river/canal/lake,,,,,,
piped into dweling,,,,,,,,,,river/canal/lake/pond,,,,,,
piped into dwelling,,,,,,,,,,river/canal/tank,,,,,,
Piped into Dwelling,,,,,,,,,,river/canal/weir,,,,,,
Piped into dwelling,,,,,,,,,,river/dam/,,,,,,
Piped into dwelling or compoun,,,,,,,,,,river/dam/lake/pond/stream/canal/irrigation channel,,,,,,
Piped into dwelling or compound,,,,,,,,,,river/dam/lake/ponds/stream/canal/irirgation channel,,,,,,
piped into dwelling treated,,,,,,,,,,river/dam/lake/ponds/stream/canal/irrigation channel,,,,,,
piped into dwelling untreated,,,,,,,,,,river/lake,,,,,,
Piped into dwelling- private,,,,,,,,,,river/lake/creek,,,,,,
Piped into dwelling- private (including private catchment),,,,,,,,,,river/lake/pond,,,,,,
Piped into dwelling- public,,,,,,,,,,River/spring,,,,,,
Piped into dwelling/compound,,,,,,,,,,river/steam/pond,,,,,,
piped into house,,,,,,,,,,river/strea/pond/lake/dam,,,,,,
piped into house/compound/plot,,,,,,,,,,River/stream,,,,,,
piped into house/yard/plot,,,,,,,,,,river/stream,,,,,,
piped into household/yard,,,,,,,,,,river/stream not protected,,,,,,
piped into neighbor' yard/plot {cg},,,,,,,,,,River/Stream/Canal,,,,,,
piped into neighborhood,,,,,,,,,,river/stream/creak/pond/stream,,,,,,
piped into neighbourhood,,,,,,,,,,river/stream/creek,,,,,,
piped into own dwelling,,,,,,,,,,river/stream/creek/pond/spring,,,,,,
piped into own residence/yard/plot,,,,,,,,,,River/stream/dam,,,,,,
piped into plot/yard,,,,,,,,,,river/stream/lake,,,,,,
piped into premises,,,,,,,,,,river/stream/lake/pond,,,,,,
"piped into res, yard",,,,,,,,,,river/stream/pond/lake,,,,,,
piped into residence,,,,,,,,,,river/stream/pond/lake/dam,,,,,,
Piped into Residence,,,,,,,,,,river/stream/spring,,,,,,
Piped into residence,,,,,,,,,,River/stream/spring/lake,,,,,,
piped into residence /garden,,,,,,,,,,River/stream/water hole,,,,,,
Piped into residence/ yard/ plot/ compound,,,,,,,,,,river/surface water,,,,,,
piped into residence/plot,,,,,,,,,,Rivers,,,,,,
piped into residence/yard,,,,,,,,,,Rivers or lakes,,,,,,
piped into residence/yard/compound,,,,,,,,,,"rivers, lakes, ponds",,,,,,
piped into residence/yard/plot,,,,,,,,,,riviere,,,,,,
Piped into residence/yard/plot,,,,,,,,,,"riviere, lac, source, marigot",,,,,,
piped into someone else's yard/plot,,,,,,,,,,RiviŠre,,,,,,
piped into tap in yard/plot,,,,,,,,,,"riviŠre, ruisseau",,,,,,
piped into yard,,,,,,,,,,riviŠre/ruisseau,,,,,,
Piped Into Yard,,,,,,,,,,"R¡o, acequia",,,,,,
Piped into yard,,,,,,,,,,"r¡o, acequia",,,,,,
piped into yard /plot,,,,,,,,,,"r¡o, acequia, manant",,,,,,
piped into yard or plot,,,,,,,,,,"r¡o, estanque",,,,,,
Piped into yard or plot,,,,,,,,,,"R¡o,acequia,manantia",,,,,,
piped into yard or plot ìî¨øø©ø¨,,,,,,,,,,"r¡o,acequia,manantia",,,,,,
piped into yard/ plot treated,,,,,,,,,,"río, lago o manantial",,,,,,
piped into yard/ plot untrated,,,,,,,,,,"río, quebrada, lago, ojo de agua o manantial",,,,,,
piped into yard/lot,,,,,,,,,,"Río, vertiente, quebrada, lluvia",,,,,,
Piped into yard/plot,,,,,,,,,,"río, vertiente, quebrada, lluvia",,,,,,
piped into yard/plot,,,,,,,,,,"Río, vertiente, quebrada, lluvia ",,,,,,
piped into yard/plot/building,,,,,,,,,,río/acequia/manantial,,,,,,
piped into yard/spot,,,,,,,,,,río/quebrada/arroyo,,,,,,
piped not in residen,,,,,,,,,,sand river (riverbed,,,,,,
piped onto property,,,,,,,,,,Sand river (riverbed),,,,,,
piped out of resid.,,,,,,,,,,"sea, lake",,,,,,
piped outdoors,,,,,,,,,,Sourceor river,,,,,,
Piped outdoors,,,,,,,,,,spring /river/stream,,,,,,
piped outside,,,,,,,,,,Spring or river,,,,,,
piped outside compound,,,,,,,,,,"spring, lake, river, pond",,,,,,
Piped Outside DU,,,,,,,,,,"spring, river, lake",,,,,,
piped outside dwel.,,,,,,,,,,"spring, river, lake, pond",,,,,,
piped outside dwell.,,,,,,,,,,"spring, river, lake, pond ",,,,,,
piped outside dwellg,,,,,,,,,,"Spring, river, stream",,,,,,
Piped outside dwelling,,,,,,,,,,"Spring, river, stream, canal",,,,,,
piped outside dwelling,,,,,,,,,,"spring, river, stream, rain",,,,,,
piped outside dwelling / within resinct,,,,,,,,,,"spring, river, string",,,,,,
piped outside dwelling but within buikding,,,,,,,,,,"spring,river,creek",,,,,,
"Piped outside dwelling, in building",,,,,,,,,,Spring/river,,,,,,
piped outside reside,,,,,,,,,,spring/river,,,,,,
piped outside residence,,,,,,,,,,spring/river/lake/pond,,,,,,
Piped outside the building or lot,,,,,,,,,,Spring/river/pond,,,,,,
Piped outside the dwelling,,,,,,,,,,Stagnant water,,,,,,
Piped Outside/communal standpipe,,,,,,,,,,stream,,,,,,
piped public /private,,,,,,,,,,Stream,,,,,,
piped public/private,,,,,,,,,,stream or river,,,,,,
piped supply outside neighbourhood,,,,,,,,,,"Stream, lake, river",,,,,,
piped supply outside of neighborhood,,,,,,,,,,stream/pond/river,,,,,,
piped surface water in house /garden,,,,,,,,,,stream/river,,,,,,
piped surface water in house/garden,,,,,,,,,,Stream/River,,,,,,
piped to neighbour,,,,,,,,,,Stream/Spring water,,,,,,
piped to public tap,,,,,,,,,,stream/spring/well,,,,,,
piped to resid./plot,,,,,,,,,,streams,,,,,,
Piped to yard/plot,,,,,,,,,,surface /other well,,,,,,
piped to yard/plot,,,,,,,,,,Surface water,,,,,,
Piped Water,,,,,,,,,,surface water,,,,,,
Piped water,,,,,,,,,,"surface water (river, dam,lake,stream...)",,,,,,
piped water,,,,,,,,,,"surface water (river, lake, pond)",,,,,,
piped water  (piped into residence or yard),,,,,,,,,,"surface water (river, stream, dam, lake",,,,,,
piped water at neighbour's,,,,,,,,,,"surface water (river, stream, dam, lake, etc.)",,,,,,
Piped Water Community,,,,,,,,,,surface water (river/dam),,,,,,
Piped Water Community,,,,,,,,,,surface water (river/dam/lake/pond/stream/canal/irrigation c,,,,,,
Piped water exclusive,,,,,,,,,,surface water (river/dam/lake/pond/stream/canal/irrigation channel,,,,,,
piped water from rural system,,,,,,,,,,surface water (river/dam/lake/pond/stream/canal/irrigation channel),,,,,,
piped water from utility company,,,,,,,,,,surface water (river/stream/creek/lake/,,,,,,
Piped water in dwelling,,,,,,,,,,surface water (river/stream/creek/lake/pond/canal),,,,,,
piped water in house/garden,,,,,,,,,,"surface water (spring, river, pond, lake)",,,,,,
piped water in residence,,,,,,,,,,"surface water(iver, stream,dam etc)",,,,,,
piped water in site/yard,,,,,,,,,,"surface water(river,stream,dam etc)",,,,,,
piped water indoors,,,,,,,,,,surface water(river/dam/lake/pond/stream/canal/irrigation ch,,,,,,
piped water inside,,,,,,,,,,"surface water, spring, river, stream",,,,,,
Piped water inside,,,,,,,,,,surface/other well,,,,,,
Piped water inside building,,,,,,,,,,Surfase water,,,,,,
piped water inside dwelling,,,,,,,,,,tank/pond/reservoir,,,,,,
piped water inside house,,,,,,,,,,"tiene agua de un rio, arroyo, lago u otro",,,,,,
Piped water inside house,,,,,,,,,,"un rio, arroyo, lago u otro",,,,,,
piped water inside the house,,,,,,,,,,"un rio, arroyo, o lago",,,,,,
Piped water into dwelling unit,,,,,,,,,,"un río, arroyo, lago u otro",,,,,,
piped water into residence,,,,,,,,,,uncovered pool,,,,,,
piped water into residence/yard/compound,,,,,,,,,,unprotected pond,,,,,,
Piped water on community supply,,,,,,,,,,water containers,,,,,,
Piped water on housing unit,,,,,,,,,,"water from a well, river, lake, stream, or other",,,,,,
Piped water on neighbour's housing unit,,,,,,,,,,Water taken directly from pond-water or stream,,,,,,
Piped water on premises,,,,,,,,,,well or river,,,,,,
Piped Water on Premises,,,,,,,,,,"Água do rio, lagoa",,,,,,
Piped Water on Premises,,,,,,,,,,ÿdam,,,,,,
piped water on site or in yard,,,,,,,,,,ÿpond/lake,,,,,,
piped water outdoors,,,,,,,,,,ÿriver/stream,,,,,,
piped water outisde on premises,,,,,,,,,,ÿriver/stream                             {from 42},,,,,,
piped water outside,,,,,,,,,,ÿû dam,,,,,,
Piped water outside,,,,,,,,,,ÿû lake,,,,,,
Piped water outside  on premises,,,,,,,,,,ÿû river,,,,,,
piped water outside dwelling,,,,,,,,,,spring/stream/waterhole,,,,,,
Piped water outside house,,,,,,,,,,,,,,,,
Piped water outside housing unit,,,,,,,,,,,,,,,,
piped water outside lot,,,,,,,,,,,,,,,,
piped water outside premises,,,,,,,,,,,,,,,,
"piped water outside structure, but within lot",,,,,,,,,,,,,,,,
"piped water outside the house, but within the field",,,,,,,,,,,,,,,,
Piped water shared,,,,,,,,,,,,,,,,
Piped water through house connection or yard,,,,,,,,,,,,,,,,
piped water to bring another home,,,,,,,,,,,,,,,,
Piped water within house,,,,,,,,,,,,,,,,
piped water within premises,,,,,,,,,,,,,,,,
piped water within structure,,,,,,,,,,,,,,,,
Piped waterthe neighbors,,,,,,,,,,,,,,,,
piped well/piped in dwelling/public tap,,,,,,,,,,,,,,,,
Piped within the building or plot of land,,,,,,,,,,,,,,,,
"Piped, exclusively to this household",,,,,,,,,,,,,,,,
"piped, inside house",,,,,,,,,,,,,,,,
"piped, outside house",,,,,,,,,,,,,,,,
"Piped, shared with other households",,,,,,,,,,,,,,,,
Pipes within the Housing,,,,,,,,,,,,,,,,
pirvate piped into yard,,,,,,,,,,,,,,,,
plumbing,,,,,,,,,,,,,,,,
Plumbing in the house,,,,,,,,,,,,,,,,
"Plumbing of the house, inside the property",,,,,,,,,,,,,,,,
Power supply (with installation inside the house)- Acueduct IDAAN,,,,,,,,,,,,,,,,
Power supply (with installation inside the house)- particularly aqueduct,,,,,,,,,,,,,,,,
Power supply (with installation outside the house)- Acueduct IDAAN,,,,,,,,,,,,,,,,
Power supply (with installation outside the house)- particularly aqueduct,,,,,,,,,,,,,,,,
private catchment piped,,,,,,,,,,,,,,,,
Private catchment piped,,,,,,,,,,,,,,,,
"Private catchment, piped",,,,,,,,,,,,,,,,
private connection to pipeline,,,,,,,,,,,,,,,,
Private Outdoor Faucet,,,,,,,,,,,,,,,,
private outside tap,,,,,,,,,,,,,,,,
private pipe,,,,,,,,,,,,,,,,
Private Pipe to dwelling,,,,,,,,,,,,,,,,
Private piped (tap) water in housing unit,,,,,,,,,,,,,,,,
Private piped (tap) water outside housing unit,,,,,,,,,,,,,,,,
Private piped dwelling,,,,,,,,,,,,,,,,
Private piped in,,,,,,,,,,,,,,,,
Private piped into dwelling,,,,,,,,,,,,,,,,
Private Piped into Dwelling,,,,,,,,,,,,,,,,
private piped into dwelling,,,,,,,,,,,,,,,,
private piped into yard,,,,,,,,,,,,,,,,
private tap,,,,,,,,,,,,,,,,
Private tap in yard,,,,,,,,,,,,,,,,
Private tap water,,,,,,,,,,,,,,,,
private tap water,,,,,,,,,,,,,,,,
private water piped into the household,,,,,,,,,,,,,,,,
private water piped outside the household,,,,,,,,,,,,,,,,
"Private, piped into dwelling",,,,,,,,,,,,,,,,
"private, piped into dwelling",,,,,,,,,,,,,,,,
private- piped into dwelling,,,,,,,,,,,,,,,,
private/ piped into yard,,,,,,,,,,,,,,,,
public into yard,,,,,,,,,,,,,,,,
public network,,,,,,,,,,,,,,,,
Public network in the house,,,,,,,,,,,,,,,,
Public Network Out the Home but Inside the Building,,,,,,,,,,,,,,,,
Public Pipe inside unit,,,,,,,,,,,,,,,,
Public pipe to dwelling,,,,,,,,,,,,,,,,
Public pipe to yard,,,,,,,,,,,,,,,,
public piped,,,,,,,,,,,,,,,,
Public piped dwelling,,,,,,,,,,,,,,,,
public piped in dwelling,,,,,,,,,,,,,,,,
public piped in yard,,,,,,,,,,,,,,,,
Public piped into dwelling,,,,,,,,,,,,,,,,
public piped into dwelling,,,,,,,,,,,,,,,,
Public Piped into Dwelling,,,,,,,,,,,,,,,,
Public piped into dwelling/yard,,,,,,,,,,,,,,,,
Public Piped into Yard,,,,,,,,,,,,,,,,
Public piped into yard,,,,,,,,,,,,,,,,
public piped into yard,,,,,,,,,,,,,,,,
Public Piped into yard,,,,,,,,,,,,,,,,
public piped into yard or plot,,,,,,,,,,,,,,,,
public piped into yardd,,,,,,,,,,,,,,,,
public piped water,,,,,,,,,,,,,,,,
public piped water outside house/garden,,,,,,,,,,,,,,,,
Public Piped yard,,,,,,,,,,,,,,,,
public tap/neighbours house,,,,,,,,,,,,,,,,
Public water exclusive,,,,,,,,,,,,,,,,
public water piped into the household,,,,,,,,,,,,,,,,
public water piped outside the household,,,,,,,,,,,,,,,,
"public, piped into dwelling",,,,,,,,,,,,,,,,
"public, piped into yard",,,,,,,,,,,,,,,,
Public- piped into dwelling,,,,,,,,,,,,,,,,
public- piped into yard,,,,,,,,,,,,,,,,
public/nieghbor's tap,,,,,,,,,,,,,,,,
red dentro de la vivienda,,,,,,,,,,,,,,,,
red fuera pero dentro del edificio,,,,,,,,,,,,,,,,
Red privada,,,,,,,,,,,,,,,,
RED PUB. DENTRO VIV.,,,,,,,,,,,,,,,,
red pub. dentro viv.,,,,,,,,,,,,,,,,
RED PUB. FUERA VIV.,,,,,,,,,,,,,,,,
red pub. fuera viv.,,,,,,,,,,,,,,,,
red pub. fuera vivienda,,,,,,,,,,,,,,,,
red publica,,,,,,,,,,,,,,,,
Red publica acueducto,,,,,,,,,,,,,,,,
red publica acueducto,,,,,,,,,,,,,,,,
red publica y carro repartidor,,,,,,,,,,,,,,,,
Red p£bl. dentro,,,,,,,,,,,,,,,,
Red p£bl. fuera,,,,,,,,,,,,,,,,
red p£blica (acqed),,,,,,,,,,,,,,,,
red p£blica (acued),,,,,,,,,,,,,,,,
Red p£blica en viv.,,,,,,,,,,,,,,,,
red p£blica en viv.,,,,,,,,,,,,,,,,
red p£blica fuera v.,,,,,,,,,,,,,,,,
Red p£blica fuera v.,,,,,,,,,,,,,,,,
red p£blica(acueduc),,,,,,,,,,,,,,,,
Red p£blica(acueduc),,,,,,,,,,,,,,,,
Red pública,,,,,,,,,,,,,,,,
"red pública fuera de la vivienda, pero dentro del terreno",,,,,,,,,,,,,,,,
robinet chez le voisin,,,,,,,,,,,,,,,,
robinet dans cour/parcelle,,,,,,,,,,,,,,,,
robinet dans logement,,,,,,,,,,,,,,,,
robinet dedans,,,,,,,,,,,,,,,,
robinet dehors,,,,,,,,,,,,,,,,
robinet ds la conces,,,,,,,,,,,,,,,,
robinet ds logement,,,,,,,,,,,,,,,,
robinet en logement,,,,,,,,,,,,,,,,
robinet en parcelle,,,,,,,,,,,,,,,,
Robinet intérieur partagé,,,,,,,,,,,,,,,,
Robinet intérieur propre,,,,,,,,,,,,,,,,
robinet voisin,,,,,,,,,,,,,,,,
run water(in conces),,,,,,,,,,,,,,,,
running for several households,,,,,,,,,,,,,,,,
running water,,,,,,,,,,,,,,,,
Running water,,,,,,,,,,,,,,,,
running water in apartment/house,,,,,,,,,,,,,,,,
running water in the home,,,,,,,,,,,,,,,,
running water in the yard,,,,,,,,,,,,,,,,
Running water inside the dwelling,,,,,,,,,,,,,,,,
running water inside the dwelling,,,,,,,,,,,,,,,,
Running water on property,,,,,,,,,,,,,,,,
running water outside the dwelling,,,,,,,,,,,,,,,,
Running water outside the dwelling,,,,,,,,,,,,,,,,
Running water within unit,,,,,,,,,,,,,,,,
rural (local) plumbing,,,,,,,,,,,,,,,,
rural aqueduct,,,,,,,,,,,,,,,,
rural/priv. aqueduct,,,,,,,,,,,,,,,,
spring water piped into house/garden,,,,,,,,,,,,,,,,
tap,,,,,,,,,,,,,,,,
Tap,,,,,,,,,,,,,,,,
Tap at home,,,,,,,,,,,,,,,,
Tap From Other Individuals/Institutions,,,,,,,,,,,,,,,,
tap in compound,,,,,,,,,,,,,,,,
"tap in compound, private",,,,,,,,,,,,,,,,
"tap in compound, shared",,,,,,,,,,,,,,,,
tap in courtyard,,,,,,,,,,,,,,,,
tap in dwelling,,,,,,,,,,,,,,,,
tap in house,,,,,,,,,,,,,,,,
Tap in yard,,,,,,,,,,,,,,,,
Tap Inside Compound- Private,,,,,,,,,,,,,,,,
tap inside the house,,,,,,,,,,,,,,,,
Tap inside the house,,,,,,,,,,,,,,,,
Tap Inside the House,,,,,,,,,,,,,,,,
tap outside compound,,,,,,,,,,,,,,,,
